1;JA;166;06;04;Indemnisations diverses;3;YD;;;;Pensions;5.1190903830934955
1;MA;180;02;04;Aides au pluralisme : aide à la presse hebdomadaire régionale et locale;1;RA;231;01;02;Aides au mérite;11.796161266957126
1;OA;138;02;31;Formation en mobilité : subventions de fonctionnement aux opérateurs;1;OA;138;02;31;Formation en mobilité: subventions aux opérateurs;8.117170798747509
1;RC;122;05;02;Prévention des violences faites aux femmes, des violences intrafamiliales et aide aux victimes;1;AB;216;10;02;Prévention des violences faites aux femmes, des violences intrafamiliales et l'aide aux victimes;8.48598908296296
1;RC;122;05;03;Actions pour améliorer la tranquilité publique;1;AB;216;10;03;Actions pour améliorer la tranquillité publique;2.947908734906485
1;SA;204;11;02;Veille, surveillance, évaluation et expertise (dont l'Institut de veille sanitaire et le Haut conseil de santé publique);1;SA;204;11;02;Veille, surveillance, évaluation et expertise (dont  le Haut conseil de santé publique);13.778137316451806
1;SA;204;12;01;Institut national de prévention et d'éducation pour la santé (INPES);4;ZD;845;01;;Institut national de l'audiovisuel;11.117547401004936
1;SA;204;13;01;VIH / SIDA / IST / Hépatites;1;SA;204;14;04;Santé mentale;10.836456262456494
1;SA;204;13;02;Lutte anti-vectorielle;1;TA;174;04;04;FIBM;7.903880270818183
1;SA;204;13;03;Tuberculose et vaccinations;1;SA;;;;Santé;6.606854471292537
1;SA;204;13;04;Infections nosocomiales et événements indésirables graves;1;AC;215;01;02;Actions sanitaires et sociales;10.437342844769647
1;SA;204;14;01;Alzheimer et maladies liées au vieillissement;1;SA;204;15;01;Nutrition et santé;9.890154979128418
1;SA;204;14;03;Pratiques addictives et à risque (y compris alcool et tabac);1;SE;304;13;;Autres expérimentations;11.052392434597545
1;SA;204;16;01;Mise en oeuvre de mesures de gestion des alertes et des crises;1;JA;182;01;;Mise en oeuvre des décisions judiciaires;10.847287173608189
1;SA;204;16;02;Etablissement de préparation et de réponse aux urgences sanitaires (EPRUS);1;TA;174;04;04;FIBM;11.435424801631305
1;SA;204;17;01;Produits de santé, thérapeutiques et cosmétiques : Agence française de sécurité sanitaire des produits de santé;1;SA;204;17;01;Produits de santé, thérapeutiques et cosmétiques : Agence nationale de sécurité du médicament et des produits de santé (ANSM);13.353853219157251
1;SA;204;19;01;Formation médicale initiale;1;JA;182;04;;Formation;5.782678954635401
1;SA;204;19;04;Haute autorité de santé;1;PB;532;;;Haute Cour;6.913781160374976
1;SA;204;19;05;Centre national de gestion;3;YE;751;02;;Centre national de traitement;4.463937710221125
1;SA;204;19;06;Agence technique de l'information sur l'hospitalisation (ATIH);1;AD;110;01;16;Coopération technique;11.064757707693854
1;SE;157;02;01;Aide au poste (garantie ressources de travailleurs handicapés réformée);1;JA;101;01;;Aide juridictionnelle;11.832802487679905
1;SE;157;02;02;Etablissements et services d'aide par le travail (CPER);1;SE;124;10;;Fonctionnement des services;9.800640409798932
1;SE;157;02;03;Etablissements et services d'aide par le travail (hors CPER);1;SE;124;10;;Fonctionnement des services;10.689714583363036
1;SE;157;03;01;Fonds spécial d'invalidité;1;OA;123;08;;Fonds exceptionnel d'investissement;6.590971076033442
1;SE;157;04;01;Instituts nationaux : établissements nationaux pour jeunes sourds;1;CB;175;03;20;Musées et établissements nationaux;9.404458344341473
1;SE;157;04;02;Instituts nationaux : établissements nationaux pour jeunes aveugles;1;CB;175;03;20;Musées et établissements nationaux;9.225445954164307
1;SE;157;04;03;Etablissements pour enfants et adultes handicapés (CPER);1;CB;175;01;22;Etablissements nationaux;10.058094382711332
1;SE;157;04;04;Etablissements pour enfants et adultes handicapés (hors CPER);1;EC;140;03;04;Scolarisation des élèves malades ou handicapés (hors CPER);8.915698661753185
1;SE;157;04;05;Fonds départementaux de compensation du handicap;1;EC;139;08;03;Fonds sociaux;9.364363940520532
1;SE;157;04;06;Auxiliaires de vie;1;TA;181;11;03;Autres;6.0478756528181234
1;SE;157;04;07;Auxiliaires de vie à destination de personnes très lourdement handicapées;1;TA;181;11;03;Autres;11.355880281330894
1;SE;157;04;08;Auxiliaires d'intégration scolaire : auxiliaires de vie en cycle primaire et secondaire;1;AV;421;07;;Territoires d'innovation pédagogique;13.028943604791413
1;SE;157;04;10;Fonds interministériel d'accessibilité des immeubles administratifs aux handicapés (FIAH);1;AB;216;10;;Fonds interministériel de prévention de la délinquance;12.081635980062975
1;SE;157;04;11;Autres actions en faveur des personnes handicapées;1;VA;177;11;05;Autres actions de prévention de l'exclusion;8.821200149694931
1;SE;157;04;12;Groupes d'entraide mutuelle;1;TA;181;11;03;Autres;7.882901225026795
1;SE;157;05;01;Humanisation des hospices (CPER);1;EC;139;09;;Fonctionnement des établissements;8.157282746131779
1;SE;157;05;02;Humanisation des hospices (hors CPER);1;SF;163;02;01;Information des jeunes (hors CPER);7.155837939818338
1;SE;157;05;03;Modernisation des maisons de retraite (CPER);1;DA;212;10;;Restructurations;9.032672589799608
1;SE;157;05;04;Modernisation des maisons de retraite (hors CPER);1;DA;212;10;;Restructurations;9.990326298279632
1;SE;157;05;05;Lutte contre la maltraitance;1;VA;135;03;01;Lutte contre l'insalubrité;5.619379773937973
1;SE;157;05;06;Animation des partenariats;1;RA;172;01;35;Animation scientifique;6.6753962077071005
1;SE;157;05;07;Autres actions en faveur des personnes âgées;1;AC;149;24;14;Autres actions de soutien aux syndicats;8.63445266552682
1;SE;157;06;01;Politique de prévention : centres d'information sur la surdité;1;TA;217;05;12;Politique de prévention;8.93731412724415
1;SE;157;06;02;Politique de prévention : autres actions de prévention;1;TA;217;05;12;Politique de prévention;6.900545908034223
1;SE;157;06;03;Observation et recherche : centres régionaux d'aide à l'adolescence et à l'enfance inadaptés (CREAI);1;AC;149;26;10;Etudes et recherche;13.639066541027116
1;SE;157;06;04;Observation et recherche : autres actions d'observation et de recherche;1;DA;146;07;28;Commander et conduire - Autres opérations;10.100444429132448
1;SE;157;06;05;Animation et coordination des partenariats;1;AB;307;05;;Animation et soutien du réseau;7.3992060724309905
1;TA;203;12;05;Aménagements de sécurité et aires de service;1;GA;218;01;03;Hygiène et sécurité;9.050467658288483
1;TB;111;02;03;Veille sur l'effectivité du droit : conseiller du salarié et subventions aux groupements et associations;1;TB;111;02;01;Veille sur l'effectivité du droit : formation des conseillers prud'homaux;13.479932016162888
